id	label	sentence	pos
824	1	Rod was a happy man at that times .	NNP VBD DT JJ NN IN DT NNS . 
197	0	Dear Mrs Clark ,	JJ NN NNP . 
609	1	Which clothes should we take with us ?	WDT NNS MD PRP VB IN PRP . 
279	0	I liked seeing their way of life .	PRP VBD VBG PRP$ NN IN NN . 
293	0	I want to play tennis and to go swimming .	PRP VBP TO VB NN CC TO VB VBG . 
400	0	Also I am quite a good swimmer .	RB PRP VBP PDT DT JJ NN . 
122	0	The accommodation I prefer is a tent .	DT NN PRP VB VBZ DT NN . 
183	0	In the church are many expensive drawings .	IN DT NN VBP JJ JJ NNS . 
202	0	Everybody asks what our world will look like .	NN VBZ WP PRP$ NNS VB VB IN . 
438	0	No , I 'm only a daughter of technology .	UH , PRP VBP RB DT NN IN NN . 
246	0	That time I had to sleep in a tent .	DT NN PRP VBD TO VB IN DT NN . 
415	0	One day fortune helped our poor Pat .	CD NN NN VBD PRP$ JJ NNP . 
763	0	His name is Saul Hernañdez and he is very funny	PRP$ NN VBZ NNP NNP CC PRP VBZ RB JJ 
129	0	I was pleased to receive your letter recently .	PRP VBD JJ TO VB PRP$ NN RB . 
637	1	Your faithfully	PRP$ RB 
402	0	But what about 100 years later ?	CC WP IN CD NNS RB . 
678	0	We are both a little afraid ,	PRP VBP RB DT JJ JJ , 
667	1	Secondly , I want to stay in log cabin .	RB , PRP VB TO VB IN NN NN . 
785	1	Is it suitable for you ?	VBZ PRP JJ IN PRP . 
219	0	The best thing was of course meeting Tina .	DT JJS NN VBD RB RB VBG NNP . 
641	0	Thanks for your letter ,	NN IN PRP$ NN , 
787	1	They grow up and became wise .	PRP VBP RP CC VBD JJ . 
652	1	I usually stay a tent during camping .	PRP RB VBP DT NN IN VBG . 
790	1	In the advertisement they said that tickets discounts available .	IN DT NN PRP VBD IN NNS NNS JJ . 
624	1	After concert I left with Ricky Martin .	IN NN PRP VBD IN NNP NNP . 
767	0	I appreciated him a lot .	PRP VBD PRP DT NN . 
660	1	The party will be take place in Palace Hotel .	DT NN MD VB VB NN IN NNP NNP . 
386	0	Unfortunately , Pat was n't good at keeping secrets .	RB , NNP VBD RB JJ IN VBG NNS . 
836	1	At that time he was unconcious ,	IN DT NN PRP VBD JJ , 
509	0	I 've always wanted to go to the U.S.A.	PRP VBP RB VBN TO VB IN DT NNP 
267	0	She has an open mind .	PRP VBZ DT JJ NN . 
709	0	Take care of youself .	VB NN IN PRP . 
441	0	We spent all our time together .	PRP VBD PDT PRP$ NN RB . 
496	0	I was 15 years old then .	PRP VBD CD NNS JJ RB . 
112	0	We ca n't listen to music in class either .	PRP MD RB VB IN NN IN NN RB . 
232	0	I bought a group ticket for the show	PRP VBD DT NN NN IN DT NN 
750	1	It could be good memorable thing for me .	PRP MD VB JJ JJ NN IN PRP . 
607	0	Then Sara looked down the river .	RB NNP VBD IN DT NN . 
373	0	You need to learn how you can use technology .	PRP VBP TO VB WRB PRP MD VB NN . 
845	0	You may only get tired on your feet .	PRP MD RB VB JJ IN PRP$ NN . 
233	0	The place is the college garden .	DT NN VBZ DT NN NN . 
679	1	Teacher are helping students with their problems .	NN VBP VBG NNS IN PRP$ NNS . 
317	0	I 'm looking forward to hearing from you .	PRP VBP VBG RB TO VBG IN PRP . 
648	1	I am looking forward to your reply letter .	PRP VBP VBG RB IN PRP$ NN NN . 
410	0	I think I 'll enjoy this trip .	PRP VBP PRP MD VB DT NN . 
773	1	In basketball I have more practise then in tennis .	IN NN PRP VBP JJR NN IN IN NN . 
358	0	I am extremely happy about this .	PRP VBP RB JJ IN DT . 
258	0	Also this person was not really good at acting .	RB DT NN VBD RB RB JJ IN NN . 
627	1	Do n't worry because you do n't pay your ticket	VB RB VB IN PRP VBP RB VB PRP$ NN 
632	1	But by some situations you have to wear something .	CC IN DT NNS PRP VBP TO VB NN . 
282	0	Perhaps , armour will become a craze again .	RB , NN MD VB DT NN RB . 
376	0	I was so disappointed about that .	PRP VBD RB JJ IN DT . 
384	0	Can you give me this information ?	MD PRP VB PRP DT NN . 
224	0	It was my favourite musical .	PRP VBD PRP$ JJ NN . 
819	0	It was great to hear from you .	PRP VBD JJ TO VB IN PRP . 
705	1	The story had began two days before ...	DT NN VBD VBN CD NNS RB . 
472	0	Because , these days I 'm very happy .	RB , DT NNS PRP VBP RB JJ . 
347	0	She prefers shopping to everything else .	PRP VBZ NN IN NN JJ . 
505	0	Most students in our class are studying Fashion full-time .	JJS NNS IN PRP$ NN VBP VBG NN RB . 
639	1	As the home is built on the sky .	IN DT NN VBZ VBN IN DT NN . 
850	1	I 'll tell you more experience on next letter .	PRP MD VB PRP JJR NN IN JJ NN . 
799	1	So you would spend more money you have expected .	RB PRP MD VB JJR NN PRP VBP VBN . 
778	0	They ca n't believe him .	PRP MD RB VB PRP . 
619	1	it costs me about £ 500 .	PRP VBZ PRP RB $ CD . 
737	1	I really hope that you gona consider our request .	PRP RB VBP IN PRP MD VB PRP$ NN . 
645	1	Your sincerly	PRP$ RB 
730	0	It 's the Palace Hotel .	PRP VBZ DT NNP NNP . 
556	0	Thank you for your last letter .	VBP PRP IN PRP$ JJ NN . 
823	1	Thank you for choosen our ticket at the final .	VBP PRP IN VBN PRP$ NN IN DT NN . 
577	0	Are tablets necessary ( for headache , insects ) ?	VBZ NNS JJ -LRB- IN NN , NNS -RRB- . 
85	0	But at golf I am a beginner .	CC IN NN PRP VBP DT NN . 
242	0	She was always being pursued by the media .	PRP VBD RB VBG VBN IN DT NN . 
698	0	It was just an usual day .	PRP VBD RB DT JJ NN . 
159	0	But it started at 20:15 !	CC PRP VBD IN CD . 
524	0	It was very interesting and enjoyable .	PRP VBD RB JJ CC JJ . 
35	0	So I think you 'd better wear a dress .	RB PRP VBP PRP VBD RBR VB DT NN . 
540	0	I was really pleased to receive your letter .	PRP VBD RB JJ TO VB PRP$ NN . 
170	0	It was a very good experience for me	PRP VBD DT RB JJ NN IN PRP 
654	1	That was so uncomfortable , people was starving .	DT VBD RB JJ , NNS VBD VBG . 
739	0	I am absolutely annoyed .	PRP VBP RB JJ . 
731	1	A crowded hall is not good to enjoy musics .	DT JJ NN VBZ RB JJ TO VB NNS . 
812	1	I wish you answer me soon .	PRP VBP PRP VBP PRP RB . 
95	0	It 's about money .	PRP VBZ IN NN . 
563	0	Below I provide some information you asked about .	RB PRP VBP DT NN PRP VBD IN . 
240	0	Will you provide them ?	MD PRP VB PRP . 
574	0	I was exhausted when the concert finished .	PRP VBD JJ WRB DT NN VBD . 
690	1	It has been in her parents ' appartement .	PRP VBZ VBN IN PRP$ NNS POS NN . 
460	0	It was not Danny on the stage !	PRP VBD RB NNP IN DT NN . 
553	0	Everyone has had or will have one while shopping .	NN VBZ VBN CC MD VB CD IN VBG . 
756	1	Sir manager of the theatre ,	NNP NN IN DT NN . 
206	0	She was going to cry .	PRP VBD VBG TO VB . 
392	0	So we tried to steal adults ' panties .	CC PRP VBD TO VB NNS POS NNS . 
397	0	Shopping is not always enjoyable	NN VBZ RB RB JJ 
732	1	We live in changeable world .	PRP VBP IN JJ NN . 
217	0	Fashion changes every year .	NN VBZ DT NN . 
4	0	We can love them without disturbing them too .	PRP MD VB PRP IN VBG PRP RB . 
642	1	Some are in formal others are in casual .	DT VBP IN JJ NNS VBP IN JJ . 
772	1	I am looking forward your reply .	PRP VBP VBG RB PRP$ NN . 
612	1	The princess grew up beautifully .	DT NN VBD RP RB . 
546	0	The other activity I would prefer is sailing .	DT JJ NN PRP MD VB VBZ NN . 
725	1	He respected and still loves it .	PRP VBD CC RB VBZ PRP . 
683	0	I would like to give a suggestion .	PRP MD VB TO VB DT NN . 
98	0	Actually I ca n't swim at all .	RB PRP MD RB VBG IN DT . 
727	1	Could you back my money please ?	MD PRP VB PRP$ NN UH . 
573	0	I want to attend swimming and tennis courses .	PRP VBP TO VB NN CC NN NNS . 
406	0	We would suggest going to this fabulous show .	PRP MD VB VBG IN DT JJ NN . 
502	0	The prices for land are increasing because of this .	DT NNS IN NN VBP VBG IN IN DT . 
47	0	I was pleased when I got it .	PRP VBD JJ WRB PRP VBD PRP . 
32	0	After the meeting we all received the same clothes .	IN DT NN PRP DT VBD DT JJ NNS . 
200	0	This also would make the festival more attractive .	DT RB MD VB DT NN RBR JJ . 
134	0	How is your new school and your parents ?	WRB VBZ PRP$ JJ NN CC PRP$ NNS . 
27	0	I am sure you can understand this .	PRP VBP JJ PRP MD VB DT . 
758	1	Thank you for the amazing inform about the competition .	VBP PRP IN DT JJ NN IN DT NN . 
230	0	Actually , I do n't like tents so much .	RB , PRP VBP RB VB NNS RB RB . 
489	0	What 's my fund limit ?	WP VBZ PRP$ NN NN . 
378	0	In the future they will get closer and closer .	IN DT NN PRP MD VB JJR CC JJR . 
288	0	I hope to hear from you soon	PRP VBP TO VB IN PRP RB 
418	0	He suggested having supper in your theatre restaurant .	PRP VBD VBG NN IN PRP$ NN NN . 
674	0	You asked some questions about rules in school and homes	PRP VBD DT NNS IN NNS IN NN CC NNS 
391	0	I hope to see many more films next year .	PRP VBP TO VB RB JJR NNS JJ NN . 
592	0	Then Sara looked into the river .	RB NNP VBD IN DT NN . 
498	0	Lots of love ,	NNS IN NN . 
138	0	Teaching pupils is not easy , of course .	VBG NNS VBZ RB JJ , RB RB . 
62	0	What a fool I was .	WDT DT NN PRP VBD . 
471	0	It was quite ridiculous !	PRP VBD RB JJ . 
647	1	I 'm looking forward to hearing you again .	PRP VBP VBG RB IN VBG PRP RB . 
128	0	I hope you are fine .	PRP VBP PRP VBP JJ . 
840	1	Her father never let her to have a boyfriend .	PRP$ NN RB VBD PRP TO VB DT NN . 
520	0	Modern life has been full of science and technology .	JJ NN VBZ VBN JJ IN NN CC NN . 
64	0	It is fantastic .	PRP VBZ JJ . 
14	0	It is very interesting , especially for young people .	PRP VBZ RB JJ , RB IN JJ NNS . 
156	0	I trusted him and told him the truth .	PRP VBD PRP CC VBD PRP DT NN . 
40	0	We would be very interested in seeing English fashion .	PRP MD VB RB JJ IN VBG JJ NN . 
492	0	What do I have to pay myself ?	WP VBP PRP VBP TO VB PRP . 
379	0	Absolutely it was very disappointing	RB PRP VBD RB JJ 
187	0	These things provide me with every convenience .	DT NNS VBP PRP IN DT NN . 
216	0	Second , I prefer to stay in a tent .	RB , PRP VBP TO VB IN DT NN . 
52	0	I know you have good taste in presents !	PRP VBP PRP VBP JJ NN IN NNS . 
337	0	He told his wife this story .	PRP VBD PRP$ NN DT NN . 
748	0	It is not the only problem .	PRP VBZ RB DT JJ NN . 
719	1	That was very disapponted .	DT VBD RB JJ . 
724	1	I am interst playing tennis very much .	PRP VBP JJ VBG NN RB RB . 
295	0	No one will walk on roads .	DT NN MD VB IN NNS . 
701	1	Also I got two questions to ask you .	RB PRP VBD CD NNS TO VB PRP . 
251	0	Jogging or some sports ?	NN CC DT NNS . 
726	1	It was because they closed early than usual .	PRP VBD IN PRP VBD RB IN JJ . 
461	0	science and technology are mainly responsible for this .	NN CC NN VBP RB JJ IN DT . 
455	0	Regarding the activities , I choose swimming and tennis .	VBG DT NNS , PRP VBP NN CC NN . 
859	0	I wish you were here with me .	PRP VBP PRP VBD RB IN PRP . 
269	0	I come from a very strict family .	PRP VBP IN DT RB JJ NN . 
201	0	During those years I had met Zuhal Olcoy .	IN DT NNS PRP VBD VBN NNP NNP . 
161	0	Then how has it changed our daily life ?	RB WRB VBZ PRP VBD PRP$ JJ NN . 
555	0	I got confused and was disappointed again .	PRP VBD JJ CC VBD JJ RB . 
729	1	The show begun 45 minutes later than supposed !	DT NN VBN CD NNS RB IN VBN . 
401	0	And that made the concert absolutely perfect .	CC DT VBD DT NN RB JJ . 
702	0	It provides you all the information you want .	PRP VBZ PRP PDT DT NN PRP VBP . 
476	0	I 'm looking forward to hearing from you ,	PRP VBP VBG RB IN VBG IN PRP . 
771	1	I 'd like to know USA .	PRP MD VB TO VB NNP . 
105	0	The next task I was given was ironing costumes .	DT JJ NN PRP VBD VBN VBD VBG NNS . 
565	0	I wished you could have been there with me .	PRP VBD PRP MD VB VBN RB IN PRP . 
389	0	I hope you will take my proposal into consideration .	PRP VBP PRP MD VB PRP$ NN IN NN . 
1	0	The tower is absolutely marvellous .	DT NN VBZ RB JJ . 
807	1	I appriciated to this big news .	PRP VBD IN DT JJ NNS . 
561	0	Also , may I take a friend with me ?	RB , MD PRP VB DT NN IN PRP . 
80	0	When we entered the place our problems began .	WRB PRP VBD DT NN PRP$ NNS VBD . 
205	0	Finally , may I ask for some more information ?	RB , MD PRP VB IN DT JJR NN . 
34	0	I was part of the staff .	PRP VBD NN IN DT NN . 
775	1	The show after was great .	DT NN RB VBD JJ . 
508	0	Hello Maria .	UH NNP . 
427	0	We all know what shopping is .	PRP DT VBP WDT NN VBZ . 
454	0	I got up very early .	PRP VBD RP RB RB . 
366	0	Yesterday Larry suggested going to the cinema after school .	NN NNP VBD VBG IN DT NN IN NN . 
91	0	I look forward to hearing from you .	PRP VBP RB TO VBG IN PRP . 
339	0	Below is the information you requested from me .	RB VBZ DT NN PRP VBD IN PRP . 
564	0	I hope you understand my complaints .	PRP VBP PRP VBP PRP$ NNS . 
345	0	It is the first step towards a true fraternity .	PRP VBZ DT JJ NN IN DT JJ NN . 
776	1	I had to wait in overcrowded hall .	PRP VBD TO VB IN JJ NN . 
241	0	We all know that you have organised everything .	PRP DT VBP IN PRP VBP VBN NN . 
13	0	It is really interesting .	PRP VBZ RB JJ . 
315	0	And look at us now .	CC VBP IN PRP RB . 
600	0	I hope that my article appears in your magazine .	PRP VBP IN PRP$ NN VBZ IN PRP$ NN . 
387	0	These are also a relief .	DT VBP RB DT NN . 
273	0	At surfing I am not good at all .	IN NN PRP VBP RB JJ IN DT . 
166	0	And computers are the most important product of technology .	CC NNS VBP DT RBS JJ NN IN NN . 
855	1	I think we should book at the Palace Hotel .	PRP VBP PRP MD VB IN DT NNP NNP . 
646	1	Thanks for all these informations ,	NNS IN PDT DT NNS , 
484	0	However , some concert halls were too small .	RB , DT NN NNS VBD RB JJ . 
844	1	Especially , students are free !	RB , NNS VBZ JJ . 
504	0	It is like one of his bad habits .	PRP VBZ IN CD IN PRP$ JJ NNS . 
243	0	People used candles to see around them .	NNS VBD NNS TO VB IN PRP . 
566	0	I have been learning to paint .	PRP VBP VBN VBG TO VB . 
562	0	How much should she pay ?	WRB JJ MD PRP VB . 
686	1	So that , I consider myself expirienced enough .	RB DT , PRP VBP PRP JJ RB . 
189	0	Instead of hating shopping they would enjoy shopping .	RB IN VBG VBG PRP MD VB VBG . 
782	1	Afterwards , he gave his pen for my enthusiasm .	RB , PRP VBD PRP$ NN IN PRP$ NN . 
699	1	I only can travel in July	PRP RB MD VB IN NNP 
475	0	I picked up the phone .	PRP VBD RP DT NN . 
681	1	- before you request a job .	HYPH IN PRP VBP DT NN . 
510	0	This is the most contentious point .	DT VBZ DT RBS JJ NN . 
58	0	However , we would like to suggest something :	RB , PRP MD VB TO VB NN : 
474	0	Thank you very much for that .	VB PRP RB JJ IN DT . 
560	0	But Golf is an absolutely new trial .	CC NN VBZ DT RB JJ NN . 
747	0	I hope you find my opinion useful .	PRP VBP PRP VBP PRP$ NN JJ . 
252	0	Thank you very much for your attention on my behalf	VBP PRP RB RB IN PRP$ NN IN PRP$ NN 
21	0	If not , what do you suggest ?	IN RB , WP VBP PRP VB . 
313	0	How are you ?	WRB VBP PRP . 
459	0	Shopping is a common activity in their life .	NN VBZ DT JJ NN IN PRP$ NN . 
160	0	He wanted everything that his eyes saw .	PRP VBD NN WDT PRP$ NNS VBD . 
276	0	Maria and Ivan were poor again .	NNP CC NNP VBD JJ RB . 
191	0	Thank you for asking me for some details .	VB PRP IN VBG PRP IN DT NNS . 
385	0	These are your mistakes .	DT VBP PRP$ NNS . 
805	1	If we look at a family life .	IN PRP VBP IN DT NN NN . 
413	0	Pat was her best friend so she told him .	NNP VBD PRP$ JJS NN IN PRP VBD PRP . 
491	0	Dear Mrs Ryan ,	JJ NNP NNP . 
343	0	Another problem is I thought that discounts were available .	DT NN VBZ PRP VBD IN NNS VBD JJ . 
769	0	I suggest you to try this kind of experience .	PRP VBP PRP TO VB DT NN IN NN . 
308	0	It helps me with preparing my homework .	PRP VBZ PRP IN VBG PRP$ NN . 
661	1	Every Monday we 're having a practice time .	DT NNP PRP VBP VBG DT NN NN . 
130	0	I do n't have any equipment .	PRP VBP RB VB DT NN . 
663	1	Have you ever thought to live without your car ?	VBP PRP RB VB TO VB IN PRP$ NN . 
99	0	But I like different styles of art .	CC PRP VBP JJ NNS IN NN . 
372	0	Thank you again and take care ,	VBP PRP RB CC VBP NN . 
87	0	Visitors could learn plays with professionals .	NNS MD VB NNS IN NNS . 
458	0	The man keeps constantly in contact with it .	DT NN VBZ RB IN NN IN PRP . 
330	0	I have received your letter .	PRP VBP VBN PRP$ NN . 
214	0	Cars play a big part in our life .	NNS VB DT JJ NN IN PRP$ NN . 
466	0	I am quite good at tennis .	PRP VBP RB JJ IN NN . 
121	0	It becomes a life and death struggle .	PRP VBZ DT NN CC NN NN . 
614	1	I wish that my article comes in your magazine .	PRP VBP IN PRP$ NN VBP IN PRP$ NN . 
20	0	The quality of life is very low .	DT NN IN NN VBZ RB JJ . 
700	0	More and more people are connecting through the net .	JJR CC JJR NNS VBP VBG IN DT NN . 
71	0	It is popular with the students .	PRP VBZ JJ IN DT NNS . 
106	0	I also had to clean the washrooms .	PRP RB VBD TO VB DT NNS . 
270	0	Thank you very much for your letter .	VB PRP RB RB IN PRP$ NN . 
435	0	I keep that in my mind , for ever !	PRP VBP DT IN PRP$ NN , IN RB . 
102	0	It looks nice and has a good message .	PRP VBZ JJ CC VBZ DT JJ NN . 
